$,789,41.42,41.8024774,109.9920956,4628336.821,416269.6215,1574.42,2.222,27.67065537,6.310909392,30,0,*35
$,789,41.993,41.8024784,109.9920968,4628336.931,416269.7221,1574.43,2.222,27.67065537,6.310909392,30,0,*0B
$,789,42.5659,41.8024794,109.992098,4628337.041,416269.8238,1574.43,2.222,27.67065537,6.310909392,38,0,*03
$,789,43.1389,41.80248038,109.9920992,4628337.149,416269.9266,1574.44,2.222,27.67065537,6.310909392,38,0,*3F
$,789,43.5394,41.80248136,109.9921005,4628337.256,416270.0304,1574.45,2.222,27.67065537,6.310909392,38,0,*05
$,789,43.5394,41.80248233,109.9921017,4628337.363,416270.1345,1574.46,2.222,27.67065537,6.310909392,38,0,*3A
$,789,43.2198,41.80248331,109.9921029,4628337.47,416270.2386,1574.47,2.222,27.67065537,6.310909392,38,0,*0E
$,789,43.3458,41.80248428,109.9921042,4628337.577,416270.3427,1574.47,2.222,27.67065537,6.310909392,38,0,*3C
$,789,43.4145,41.80248526,109.9921054,4628337.684,416270.4468,1574.48,2.222,27.67065537,6.310909392,38,0,*01
$,789,43.4285,41.80248623,109.9921066,4628337.791,416270.5509,1574.49,2.222,27.67065537,6.310909392,38,0,*0E
$,789,43.4285,41.80248721,109.9921079,4628337.898,416270.6549,1574.49,2.222,27.0074875,6.016210339,38,0,*30
$,789,43.4018,41.80248818,109.9921091,4628338.005,416270.759,1574.5,2.222,27.0074875,6.016210339,38,0,*35
$,789,43.2441,41.80248916,109.9921104,4628338.112,416270.8631,1574.51,2.222,27.0074875,6.016210339,38,0,*07
$,789,43.1482,41.80249013,109.9921116,4628338.219,416270.9672,1574.52,2.222,27.0074875,6.016210339,38,0,*3A
$,789,43.4946,41.80249111,109.9921128,4628338.326,416271.0713,1574.53,2.222,27.0074875,6.016210339,38,0,*0A
$,789,43.3469,41.80249208,109.9921141,4628338.433,416271.1754,1574.53,2.222,27.0074875,6.016210339,38,0,*3E
$,789,43.2561,41.802494,109.9921165,4628338.644,416271.3794,1574.54,2.222,27.0074875,6.016210339,38,0,*35
$,789,43.3474,41.8024954,109.9921182,4628338.798,416271.5224,1574.54,2.222,27.0074875,6.016210339,38,0,*30
$,789,43.2612,41.8024967,109.9921198,4628338.94,416271.657,1574.54,2.222,27.0074875,6.016210339,38,0,*0F
$,789,43.348,41.8024979,109.9921215,4628339.072,416271.7998,1574.55,2.222,27.0074875,6.016210339,38,0,*03
$,789,43.4304,41.8024993,109.9921232,4628339.226,416271.9429,1574.55,2.222,26.27351672,5.722384523,38,0,*33
$,789,43.5363,41.8025006,109.9921248,4628339.369,416272.0775,1574.56,2.222,26.27351672,5.722384523,38,0,*3F
$,789,43.8047,41.8025019,109.9921265,4628339.511,416272.2204,1574.56,2.222,26.27351672,5.722384523,38,0,*3B
$,789,43.9766,41.8025032,109.9921281,4628339.654,416272.355,1574.56,2.222,26.27351672,5.722384523,38,0,*3B
$,789,43.7556,41.8025045,109.9921298,4628339.797,416272.4979,1574.56,2.222,26.27351672,5.722384523,38,0,*06
$,789,43.9766,41.8025058,109.9921315,4628339.939,416272.6409,1574.57,2.222,26.27351672,5.722384523,38,0,*0A
$,789,44.1476,41.8025071,109.9921332,4628340.082,416272.7838,1574.57,2.222,26.27351672,5.722384523,38,0,*05
$,789,44.1476,41.8025083,109.9921348,4628340.214,416272.9183,1574.58,2.222,26.27351672,5.722384523,38,0,*07
$,789,44.1476,41.8025096,109.9921365,4628340.356,416273.0612,1574.58,2.222,26.27351672,5.722384523,38,0,*0A
$,789,44.3704,41.8025109,109.9921382,4628340.499,416273.2041,1574.59,2.222,26.27351672,5.722384523,38,0,*34
$,789,44.3704,41.8025122,109.9921399,4628340.642,416273.347,1574.59,2.222,25.58303184,5.709126748,38,0,*38
$,789,44.5404,41.8025135,109.9921416,4628340.784,416273.4899,1574.59,2.222,25.58303184,5.709126748,38,0,*07
$,789,44.7094,41.8025148,109.9921433,4628340.927,416273.6329,1574.59,2.222,25.58303184,5.709126748,38,0,*37
$,789,44.7094,41.8025161,109.9921449,4628341.07,416273.7675,1574.6,2.222,25.58303184,5.709126748,38,0,*02
$,789,44.9341,41.8025173,109.9921466,4628341.202,416273.9103,1574.6,2.222,25.58303184,5.709126748,38,0,*00
$,789,44.9341,41.8025186,109.9921483,4628341.344,416274.0532,1574.61,2.222,25.58303184,5.709126748,38,0,*3C
$,789,45.1022,41.8025199,109.9921501,4628341.487,416274.2044,1574.61,2.222,25.58303184,5.709126748,38,0,*04
$,789,45.3286,41.8025211,109.9921518,4628341.618,416274.3472,1574.61,2.222,25.58303184,5.709126748,38,0,*36
$,789,45.4957,41.8025224,109.9921535,4628341.761,416274.4901,1574.62,2.222,25.58303184,5.709126748,38,0,*33
$,789,45.4957,41.8025236,109.9921552,4628341.893,416274.6329,1574.62,2.222,25.58303184,5.709126748,38,0,*0B
$,789,45.6617,41.8025249,109.9921569,4628342.035,416274.7758,1574.62,2.222,24.91946218,5.780332635,38,0,*01
$,789,45.7239,41.8025262,109.9921587,4628342.178,416274.9271,1574.63,2.222,24.91946218,5.780332635,38,0,*37
$,789,45.6617,41.8025274,109.9921604,4628342.309,416275.0698,1574.63,2.222,24.91946218,5.780332635,38,0,*3C
$,789,45.8899,41.8025287,109.9921621,4628342.452,416275.2128,1574.64,2.222,24.91946218,5.780332635,38,0,*30
$,789,45.8899,41.8025299,109.9921638,4628342.584,416275.3556,1574.64,2.222,24.91946218,5.780332635,38,0,*35
$,789,46.0549,41.8025312,109.9921656,4628342.726,416275.5068,1574.64,2.222,24.91946218,5.780332635,38,0,*3E
$,789,46.2848,41.8025324,109.9921673,4628342.858,416275.6496,1574.64,2.222,24.91946218,5.780332635,38,0,*00
$,789,46.2848,41.8025337,109.9921691,4628343,416275.8008,1574.65,2.222,24.91946218,5.780332635,38,0,*39
$,789,46.6804,41.8025349,109.9921708,4628343.132,416275.9436,1574.65,2.222,24.91946218,5.780332635,38,0,*02
$,789,46.6118,41.8025361,109.9921725,4628343.264,416276.0864,1574.66,2.222,24.91946218,5.780332635,38,0,*00
$,789,46.6804,41.8025374,109.9921743,4628343.406,416276.2376,1574.66,2.222,24.30322321,5.844437832,38,0,*36
$,789,46.8434,41.8025386,109.9921761,4628343.538,416276.3887,1574.67,2.222,24.30322321,5.844437832,38,0,*34
$,789,47.0767,41.8025398,109.9921778,4628343.669,416276.5315,1574.67,2.222,24.30322321,5.844437832,38,0,*07
$,789,47.2386,41.802541,109.9921796,4628343.801,416276.6826,1574.67,2.222,24.30322321,5.844437832,38,0,*3D
$,789,47.2386,41.8025423,109.9921814,4628343.943,416276.8338,1574.68,2.222,24.30322321,5.844437832,38,0,*34
$,789,47.4735,41.8025435,109.9921831,4628344.075,416276.9766,1574.68,2.222,24.30322321,5.844437832,38,0,*00
$,789,47.2385,41.8025447,109.9921849,4628344.206,416277.1277,1574.68,2.222,24.30322321,5.844437832,38,0,*38
$,789,47.3994,41.8025459,109.9921867,4628344.338,416277.2788,1574.69,2.222,24.30322321,5.844437832,38,0,*0F
$,789,47.3994,41.8025471,109.9921885,4628344.469,416277.4299,1574.69,2.222,24.30322321,5.844437832,38,0,*0A
$,789,47.6343,41.8025483,109.9921902,4628344.601,416277.5727,1574.69,2.222,24.30322321,5.844437832,38,0,*32
$,789,47.7941,41.8025495,109.992192,4628344.732,416277.7238,1574.69,2.222,23.71597398,5.849427123,38,0,*06
$,789,47.7941,41.8025508,109.9921938,4628344.875,416277.875,1574.7,2.222,23.71597398,5.849427123,38,0,*0F
$,789,47.7941,41.802552,109.9921956,4628345.006,416278.0261,1574.7,2.222,23.71597398,5.849427123,38,0,*0F
$,789,48.0306,41.8025532,109.9921974,4628345.138,416278.1772,1574.71,2.222,23.71597398,5.849427123,38,0,*0A
$,789,48.1893,41.8025544,109.9921992,4628345.269,416278.3283,1574.72,2.222,23.71597398,5.849427123,38,0,*05
$,789,48.1893,41.8025556,109.992201,4628345.401,416278.4794,1574.72,2.222,23.71597398,5.849427123,38,0,*3F
$,789,48.4274,41.8025568,109.9922028,4628345.532,416278.6305,1574.72,2.222,23.71597398,5.849427123,38,0,*39
$,789,48.4274,41.802558,109.9922046,4628345.664,416278.7816,1574.72,2.222,23.71597398,5.849427123,38,0,*34
$,789,48.5849,41.8025591,109.9922064,4628345.784,416278.9325,1574.73,2.222,23.71597398,5.849427123,38,0,*3D
$,789,48.8247,41.8025603,109.9922082,4628345.916,416279.0836,1574.73,2.222,23.71597398,5.849427123,38,0,*39
$,789,48.8247,41.8025615,109.99221,4628346.047,416279.2347,1574.74,2.222,23.15512885,5.819046044,38,0,*01
$,789,48.8247,41.8025627,109.9922118,4628346.179,416279.3858,1574.74,2.222,23.15512885,5.819046044,38,0,*0F
$,789,48.8247,41.8025639,109.9922136,4628346.31,416279.5369,1574.75,2.222,23.15512885,5.819046044,38,0,*3A
$,789,48.981,41.8025651,109.9922155,4628346.441,416279.6963,1574.75,2.222,23.15512885,5.819046044,38,0,*0D
$,789,48.981,41.8025662,109.9922173,4628346.562,416279.8473,1574.76,2.222,23.15512885,5.819046044,38,0,*37
$,789,48.981,41.8025674,109.9922191,4628346.693,416279.9984,1574.76,2.222,23.15512885,5.819046044,38,0,*0D
$,789,48.981,41.8025686,109.9922209,4628346.825,416280.1495,1574.76,2.222,23.15512885,5.819046044,38,0,*0F
$,789,48.981,41.8025698,109.9922227,4628346.956,416280.3006,1574.77,2.222,23.15512885,5.819046044,38,0,*3D
$,789,49.2224,41.8025709,109.9922246,4628347.077,416280.4599,1574.77,2.222,23.15512885,5.819046044,38,0,*35
$,789,48.981,41.8025721,109.9922264,4628347.208,416280.611,1574.78,2.222,23.15512885,5.819046044,38,0,*03
$,789,48.981,41.8025733,109.9922282,4628347.34,416280.7621,1574.79,2.222,22.59412842,5.826150193,38,0,*37
$,789,48.981,41.8025745,109.99223,4628347.471,416280.9132,1574.79,2.222,22.59412842,5.826150193,38,0,*01
$,789,48.981,41.8025757,109.9922318,4628347.603,416281.0643,1574.79,2.222,22.59412842,5.826150193,38,0,*0C
$,789,48.981,41.8025768,109.9922337,4628347.723,416281.2235,1574.8,2.222,22.59412842,5.826150193,38,0,*31
$,789,48.981,41.802578,109.9922355,4628347.854,416281.3746,1574.8,2.222,22.59412842,5.826150193,38,0,*35
$,789,48.981,41.8025792,109.9922373,4628347.986,416281.5257,1574.81,2.222,22.59412842,5.826150193,38,0,*34
$,789,49.3776,41.8025804,109.9922391,4628348.117,416281.6768,1574.81,2.222,22.59412842,5.826150193,38,0,*08
$,789,49.3776,41.8025816,109.9922409,4628348.249,416281.8279,1574.81,2.222,22.59412842,5.826150193,38,0,*35
$,789,48.981,41.8025827,109.9922428,4628348.369,416281.9872,1574.82,2.222,22.59412842,5.826150193,38,0,*30
$,789,49.3776,41.8025839,109.9922446,4628348.5,416282.1383,1574.82,2.222,22.59412842,5.826150193,38,0,*01
$,789,49.3776,41.8025851,109.9922464,4628348.632,416282.2894,1574.82,2.222,22.04833105,5.860521989,38,0,*0F
$,789,49.3776,41.8025862,109.9922483,4628348.752,416282.4487,1574.83,2.222,22.04833105,5.860521989,38,0,*3D
$,789,49.7745,41.8025874,109.9922501,4628348.884,416282.5997,1574.83,2.222,22.04833105,5.860521989,38,0,*0E
$,789,49.3776,41.8025886,109.9922519,4628349.015,416282.7508,1574.84,2.222,22.04833105,5.860521989,38,0,*3C
$,789,49.3776,41.8025897,109.9922538,4628349.135,416282.9101,1574.84,2.222,22.04833105,5.860521989,38,0,*37
$,789,49.7745,41.8025909,109.9922556,4628349.267,416283.0612,1574.85,2.222,22.04833105,5.860521989,38,0,*37
$,789,49.3776,41.8025921,109.9922574,4628349.398,416283.2123,1574.85,2.222,22.04833105,5.860521989,38,0,*08
$,789,49.6204,41.8025932,109.9922593,4628349.519,416283.3716,1574.85,2.222,22.04833105,5.860521989,38,0,*03
$,789,49.7745,41.8025944,109.9922611,4628349.65,416283.5227,1574.86,2.222,22.04833105,5.860521989,38,0,*3B
$,789,49.3776,41.8025956,109.9922629,4628349.782,416283.6738,1574.86,2.222,22.04833105,5.860521989,38,0,*0A
$,789,49.3776,41.8025967,109.9922648,4628349.902,416283.8331,1574.86,2.222,21.51470277,5.861738751,38,0,*34
$,789,49.7745,41.8025979,109.9922666,4628350.033,416283.9841,1574.87,2.222,21.51470277,5.861738751,38,0,*3A
$,789,49.3776,41.802599,109.9922684,4628350.154,416284.1351,1574.87,2.222,21.51470277,5.861738751,38,0,*3B
$,789,49.7745,41.8026002,109.9922703,4628350.285,416284.2945,1574.88,2.222,21.51470277,5.861738751,38,0,*3A
$,789,49.7745,41.8026014,109.9922721,4628350.417,416284.4456,1574.88,2.222,21.51470277,5.861738751,38,0,*0B
$,789,49.6204,41.8026026,109.9922739,4628350.548,416284.5967,1574.89,2.222,21.51470277,5.861738751,38,0,*32
$,789,49.7745,41.8026037,109.9922758,4628350.668,416284.756,1574.89,2.222,21.51470277,5.861738751,38,0,*05
$,789,49.5318,41.8026049,109.9922776,4628350.8,416284.9071,1574.9,2.222,21.51470277,5.861738751,38,0,*01
$,789,49.7745,41.802606,109.9922795,4628350.92,416285.0664,1574.9,2.222,21.51470277,5.861738751,38,0,*0E
$,789,49.7745,41.8026072,109.9922813,4628351.052,416285.2175,1574.91,2.222,21.51470277,5.861738751,38,0,*36
$,789,50.1717,41.8026083,109.9922831,4628351.172,416285.3684,1574.92,2.222,20.99689959,5.867382561,38,0,*3B
$,789,49.7745,41.8026095,109.992285,4628351.303,416285.5278,1574.92,2.222,20.99689959,5.867382561,38,0,*30
$,789,50.1717,41.8026107,109.9922868,4628351.435,416285.6789,1574.93,2.222,20.99689959,5.867382561,38,0,*39
$,789,49.7745,41.8026118,109.9922887,4628351.555,416285.8382,1574.93,2.222,20.99689959,5.867382561,38,0,*0B
$,789,50.1717,41.802613,109.9922905,4628351.687,416285.9893,1574.94,2.222,20.99689959,5.867382561,38,0,*3D
$,789,49.9275,41.8026141,109.9922924,4628351.807,416286.1486,1574.94,2.222,20.99689959,5.867382561,38,0,*05
$,789,49.9275,41.8026153,109.9922942,4628351.938,416286.2997,1574.94,2.222,20.99689959,5.867382561,38,0,*32
$,789,50.1717,41.8026164,109.9922961,4628352.059,416286.4589,1574.95,2.222,20.99689959,5.867382561,38,0,*3D
$,789,50.1717,41.8026176,109.9922979,4628352.19,416286.61,1574.95,2.222,20.99689959,5.867382561,38,0,*00
$,789,50.1717,41.8026187,109.9922998,4628352.31,416286.7693,1574.96,2.222,20.99689959,5.867382561,38,0,*02
$,789,50.1717,41.8026199,109.9923016,4628352.442,416286.9204,1574.96,2.222,20.46645489,5.877684748,38,0,*3B
$,789,50.1717,41.8026211,109.9923035,4628352.573,416287.0798,1574.97,2.222,20.46645489,5.877684748,38,0,*06
$,789,49.9275,41.8026222,109.9923053,4628352.694,416287.2308,1574.97,2.222,20.46645489,5.877684748,38,0,*01
$,789,50.1717,41.8026233,109.9923072,4628352.814,416287.39,1574.98,2.222,20.46645489,5.877684748,38,0,*39
$,789,49.9275,41.8026245,109.992309,4628352.945,416287.5411,1574.99,2.222,20.46645489,5.877684748,38,0,*3D
$,789,50.1717,41.8026256,109.9923109,4628353.066,416287.7004,1574.99,2.222,20.46645489,5.877684748,38,0,*06
$,789,50.4176,41.8026268,109.9923127,4628353.197,416287.8515,1575,2.222,20.46645489,5.877684748,38,0,*36
$,789,50.1717,41.802628,109.9923146,4628353.329,416288.0109,1575.01,2.222,20.46645489,5.877684748,38,0,*05
$,789,50.1717,41.8026291,109.9923164,4628353.449,416288.1619,1575.01,2.222,20.46645489,5.877684748,38,0,*04
$,789,50.1717,41.8026303,109.9923183,4628353.58,416288.3213,1575.02,2.222,20.46645489,5.877684748,38,0,*0B
$,789,49.9275,41.8026314,109.9923201,4628353.701,416288.4722,1575.02,2.222,19.95620923,5.874795307,38,0,*36
$,789,50.1717,41.8026325,109.992322,4628353.821,416288.6315,1575.03,2.222,19.95620923,5.874795307,38,0,*30
$,789,50.4176,41.8026337,109.9923238,4628353.952,416288.7826,1575.03,2.222,19.95620923,5.874795307,38,0,*3A
$,789,50.3235,41.8026348,109.9923257,4628354.073,416288.9419,1575.04,2.222,19.95620923,5.874795307,38,0,*32
$,789,50.4176,41.802636,109.9923275,4628354.204,416289.093,1575.04,2.222,19.95620923,5.874795307,38,0,*06
$,789,50.3235,41.8026372,109.9923294,4628354.336,416289.2524,1575.05,2.222,19.95620923,5.874795307,38,0,*09
$,789,50.1717,41.8026383,109.9923312,4628354.456,416289.4034,1575.05,2.222,19.95620923,5.874795307,38,0,*3E
$,789,50.3235,41.8026394,109.9923331,4628354.576,416289.5626,1575.05,2.222,19.95620923,5.874795307,38,0,*36
$,789,50.1717,41.8026406,109.992335,4628354.708,416289.722,1575.06,2.222,19.95620923,5.874795307,38,0,*0A
$,789,50.5692,41.8026417,109.9923368,4628354.828,416289.873,1575.06,2.222,19.95620923,5.874795307,38,0,*04
$,789,50.5692,41.8026429,109.9923387,4628354.959,416290.0324,1575.07,2.222,19.4988259,5.861045081,38,0,*0C
$,789,50.5692,41.802644,109.9923405,4628355.08,416290.1834,1575.08,2.222,19.4988259,5.861045081,38,0,*31
$,789,50.3235,41.8026452,109.9923424,4628355.211,416290.3428,1575.08,2.222,19.4988259,5.861045081,38,0,*0A
$,789,50.5692,41.8026463,109.9923442,4628355.332,416290.4937,1575.09,2.222,19.4988259,5.861045081,38,0,*04
$,789,50.5692,41.8026474,109.9923461,4628355.452,416290.653,1575.09,2.222,19.4988259,5.861045081,38,0,*07
$,789,50.5692,41.8026486,109.992348,4628355.583,416290.8124,1575.1,2.222,19.4988259,5.861045081,38,0,*0B
$,789,50.7199,41.8026497,109.9923498,4628355.704,416290.9634,1575.11,2.222,19.4988259,5.861045081,38,0,*04
$,789,50.5692,41.8026509,109.9923517,4628355.835,416291.1228,1575.11,2.222,19.4988259,5.861045081,38,0,*00
$,789,50.7199,41.802652,109.9923536,4628355.955,416291.2821,1575.12,2.222,19.4988259,5.861045081,38,0,*34
$,789,50.3235,41.8026531,109.9923554,4628356.076,416291.433,1575.12,2.222,19.4988259,5.861045081,38,0,*3E
$,789,50.5692,41.8026543,109.9923573,4628356.207,416291.5924,1575.13,2.222,19.24845463,5.853570877,38,0,*38
$,789,50.7199,41.8026554,109.9923592,4628356.327,416291.7517,1575.13,2.222,19.24845463,5.853570877,38,0,*08
$,789,50.786,41.8026566,109.992361,4628356.459,416291.9028,1575.14,2.222,19.24845463,5.853570877,38,0,*0F
